"geneSymbol","disease_merge"
"MAOA","Congenital Abnormality"
"MAOA","Norrie disease"
"MAOA","Bipolar Disorder"
"MAOA","Lateral Sclerosis"
"MAOA","Cognition Disorders"
"MAOA","Asthma"
"MAOA","Learning Disorders"
"MAOA","Myopathy"
"MAOA","Degenerative Diseases Central Nervous System"
"MAOA","Stroke"
"MAOA","Psychosis"
"MAOA","Mental Retardation"
"MAOA","Allergic rhinitis"
"MAOA","Dementia"
"MAOA","Pain Disorder"
"MAOA","Hypotension"
"MAOA","Diagnosis, Psychiatric"
"MAOA","Cardiovascular Abnormalities"
"MAOA","Neuroticism"
"MAOA","Hypertensive disease"
"MAOA","Pancreatic Neoplasm"
"MAOA","Obesity"
"MAOA","Leukemia"
"MAOA","Temporomandibular Joint Disorders"
"MAOA","Heart Failure"
"MAOA","Eczema"
"MAOA","Cerebrovascular Disorders"
"MAOA","Restless Legs Syndrome"
"AIFM1","Alzheimer Disease"
"AIFM1","Neurodevelopmental Disorders"
"AIFM1","Neuropathy"
"AIFM1","Childhood Ataxia with Central Nervous System Hypomyelinization"
"AIFM1","MELAS Syndrome"
"AIFM1","Frontometaphyseal dysplasia"
"AIFM1","Spinocerebellar ataxia"
"AIFM1","Encephalopathies"
"AIFM1","Cardiovascular Abnormalities"
"AIFM1","Charcot-Marie-Tooth Disease"
"AIFM1","Cognition Disorders"
"AIFM1","Cardiomyopathy"
"AIFM1","Skin Cancer"
"NR4A1","Endometriosis"
"NR4A1","Colonic Neoplasms"
"NR4A1","Hyperandrogenism"
"NR4A1","Inflammatory Bowel Diseases"
"NR4A1","Liver Diseases"
"NR4A1","Lymphoma"
"NR4A1","Ventricular Fibrillation"
"NR4A1","Atherosclerosis"
"NR4A1","Ovarian Cancer"
"NR4A1","Diabetes Mellitus"
"NR4A1","Cardiomyopathy"
"NR4A1","Breast Cancer"
"NR4A1","Pancreatic Neoplasm"
"NR4A1","Gastric Cancer"
"NR4A1","Rhabdomyoma"
"NR4A1","Pulmonary Fibrosis"
"NR4A1","Hypercholesterolemia"
"NR4A1","Adrenal Cancer"
"NR4A1","Seizures"
"NR4A1","Myeloid Leukemia"
"NR4A1","Epilepsy"
"NR4A1","Obesity"
"NR4A1","Leydig Cell Tumor"
"NR4A1","Liver Cancer"
"NR4A1","Squamous Cell Carcinoma"
"NR4A1","Adrenal Cortex Diseases"
"NR4A1","Myelodysplastic Syndrome"
"NR4A1","Dyskinesia"
"NR4A1","Hyperinsulinism"
"PEX3","Skin Cancer"
"PEX3","Zellweger syndrome"
"PEX3","Nephropathy"
"PEX3","Lung Cancer"
"PEX3","Genetic Diseases"
"GSTA1","Adenoma"
"GSTA1","Nephropathy"
"GSTA1","Necrosis"
"GSTA1","Renal Cancer"
"GSTA1","Asthma"
"GSTA1","Liver Cancer"
"GSTA1","Cardiovascular Abnormalities"
"GSTA1","Leukemia"
"GSTA1","Bladder Cancer"
"GSTA1","Hypertensive disease"
"GSTA1","Gastric Cancer"
"GSTA1","Coronary heart disease"
"GSTA1","Gastrointestinal Diseases"
"GSTA1","Epilepsy"
"GSTA1","Colorectal Cancer"
"GSTA1","Heart Failure"
"GSTA1","Adenocarcinoma of Prostate"
"GSTA1","Colorectal and Gastric Cancers"
"GSTA1","Multiple Sclerosis"
"GSTA1","Hodgkin Disease"
"GSTA1","Skin Abnormalities"
"GSTA1","Colonic Neoplasms"
"GSTA1","Schizophrenia"
"GSTA1","Sarcoma"
"GSTA1","Breast Cancer"
"GSTA1","Liver Diseases"
"GSTA1","Lung Cancer"
"GSTA1","Ovarian Cysts"
"GSTA1","Prostate cancer"
"GSTA1","Inflammatory Bowel Diseases"
"GSTA1","Non-alcoholic Fatty Liver Disease"
"GSTA1","Sinusoidal Obstruction Syndrome"
"GSTA1","HELLP syndrome"
"GSTA1","Lupus Nephritis"
"GSTA1","Hematologic Neoplasms"
"GSTA1","Ovarian Cancer"
"GSTA1","Cholestasis"
"GSTA1","Atrial Fibrillation"
"GSTA1","Kidney Failure"
"GSTA1","Squamous Cell Carcinoma"
"GSTA1","Diabetes Mellitus"
"GSTA1","Myeloid Leukemia"
"GSTA1","Myasthenia Gravis"
"GSTA1","Thalassemia"
"GSTA1","Endometriosis"
"GSTA1","Carcinoma"
"GSTA1","Colitis"
"GSTA1","Alcoholic fatty liver"
"GSTA1","Skin Cancer"
"GSTA1","Hemoglobinopathies"
"GSTA1","Myelodysplastic Syndrome"
"GSTA1","Genitourinary Cancer"
"GSTA1","Glioma"
"GSTA1","Intestinal Polyposis"
"GSTA1","Psychosis"
"GSTA1","Hypothyroidism"
"GSTA1","Adrenal Cancer"
"GSTA1","Ovarian Failure"
"GSTA1","Intestinal Cancer"
"BNIP3","Degenerative Diseases Central Nervous System"
"BNIP3","Breast Cancer"
"BNIP3","Asthma"
"BNIP3","Heart Diseases"
"BNIP3","Rheumatoid Arthritis-Associated Interstitial Lung Disease "
"BNIP3","Mitochondrial Diseases"
"BNIP3","Uveal melanoma"
"BNIP3","Salivary Gland Neoplasms"
"BNIP3","Chronic Obstructive Pulmonary Disease"
"BNIP3","Insulin Resistance Syndrome"
"BNIP3","Hyperglycemia"
"BNIP3","Preeclampsia"
"BNIP3","Peritonitis"
"BNIP3","Gastric Cancer"
"BNIP3","Prostate cancer"
"BNIP3","Transient Ischemic Attack"
"BNIP3","Skin Cancer"
"BNIP3","Leukemia"
"BNIP3","Liver Cancer"
"BNIP3","Myeloid Neoplasias"
"BNIP3","Lung Cancer"
"BNIP3","Squamous Cell Carcinoma"
"BNIP3","Necrosis"
"BNIP3","Renal Cancer"
"BNIP3","Colorectal Cancer"
"BNIP3","Muscle Atrophy"
"BNIP3","Pancreatic Neoplasm"
"BNIP3","Ampullary Cancer"
"BNIP3","Ovarian Adenocarcinoma"
"BNIP3","Neuropathy"
"BNIP3","Colonic Neoplasms"
"BNIP3","Ductal Carcinoma"
"BNIP3","Adenoid Cystic Carcinoma"
"BNIP3","Coronary heart disease"
"BNIP3","Vasculopathy"
"BNIP3","Diabetes Mellitus"
"BNIP3","Myopathy"
"BNIP3","Glioblastoma Multiforme"
"BNIP3","Osteosarcoma"
"BNIP3","Tendinopathy"
"BNIP3","Multiple Myeloma"
"BNIP3","Adenocarcinoma"
"BNIP3","Hematopoietic Neoplasms"
"BNIP3","Esophagus Neoplasm"
"BNIP3","Myocardial Ischemia"
"BNIP3","Ovarian Cancer"
"BNIP3","Glioma"
"BNIP3","Myeloid Leukemia"
"BNIP3","Cardiovascular Abnormalities"
"BNIP3","Neuroblastoma"
"BNIP3","Pulmonary Emphysema"
"BNIP3","Carcinoma"
"BNIP3","Myelofibrosis"
"BNIP3","Muscular Dystrophy"
"BNIP3","Neuronal ceroid lipofuscinosis"
"BNIP3","Thrombocytopenia"
"BNIP3","Ependymoma"
"BNIP3","Cerebral Thrombosis"
"BNIP3","Heart Failure"
"BNIP3","Lens Opacification"
"BNIP3","Cholangiocarcinoma"
"BNIP3","Cardiomyopathy"
"BNIP3","Sarcpenia"
"BNIP3","Obesity"
"BNIP3","Glioblastoma"
"CD9","Coffin-Lowry Syndrome"
"CD9","Neuroblastoma"
"CD9","Chronic Obstructive Pulmonary Disease"
"CD9","Thyroid Cancer"
"CD9","Infertility"
"CD9","Lung Cancer"
"CD9","Prostate cancer"
"CD9","Breast Cancer"
"CD9","Squamous Cell Carcinoma"
"CD9","Pulmonary Fibrosis"
"CD9","Leukemia"
"CD9","Osteoarthritis"
"CD9","Glioma"
"CD9","Periodontitis"
"CD9","HIV Infections"
"CD9","Myelofibrosis"
"CD9","Multiple Myeloma"
"CD9","Bladder Cancer"
"CD9","Renal Cancer"
"CD9","Gastric Cancer"
"CD9","Demyelinating Diseases"
"CD9","Barrett Esophagus"
"CD9","Liver Cancer"
"CD9","Sarcoma"
"CD9","Hematopoietic Neoplasms"
"CD9","Ovarian Cancer"
"CD9","Pulmonary Tuberculosis"
"CD9","Anxiety Disorders"
"CD9","Colonic Neoplasms"
"CD9","Endometrial Cancer"
"CD9","Glioblastoma"
"CD9","SCID"
"CD9","Atherosclerosis"
"CD9","Skin Cancer"
"CD9","Mesothelioma"
"CD9","Prostate Carcinoma"
"CD9","Oral Leukoplakia"
"CD9","Cardiovascular Abnormalities"
"CD9","Ascites"
"CD9","Lymphadenitis"
"CD9","Vascular Diseases"
"CD9","Pancreatic Neoplasm"
"CD9","Choriocarcinoma"
"CD9","Autoimmune Diseases"
"CD9","Cardiomyopathy"
"CD9","Gastrointestinal Cancer"
"CD9","Thrombocytopenia"
"CD9","Encephalopathies"
"CD9","Bone Neoplasms"
"CD9","Granulomatous Disease"
"CD9","Osteosarcoma"
"CD9","Myeloid Leukemia"
"CD9","Liver Diseases"
"CD9","Salivary Gland Neoplasms"
"CD9","Teratomas"
"CD9","Lung Diseases"
"CD9","Adenocarcinoma Of Pancreas"
"CD9","Lymphangioma"
"CD9","Uterine Fibroids"
"CD9","Cervical Cancer"
"CD9","Pemphigus"
"CD9","Cerebral Thrombosis"
"CD9","Endometrial Diseases"
"CD9","Hematologic Neoplasms"
"CD9","Kawasaki disease"
"CD9","Immunodeficiency"
"CD9","Prostatic Hyperplasia"
"CD9","Myelodysplastic Syndrome"
"CD9","Colorectal Cancer"
"CD9","Allergic rhinitis"
"CD9","Asthma"
"CD9","Hepatitis"
"CD9","Endometriosis"
"CD9","Autoimmune Diabetes"
"CD9","Haemostasis"
"CD9","Diabetes Mellitus"
"CD9","Bernard Soulier Syndrome"
"CD9","Renal Fibrosis"
"CD9","Rheumatoid Arthritis"
"CD9","Brain Tumor Polyposis"
"CD9","Mental Depression"
"CD9","Stroke"
"CD9","Macroglobulinemia"
"CD9","Ovarian Adenocarcinoma"
"CD9","Cancer Metastasis"
"CD9","Muscular Dystrophy"
"CD9","Male infertility"
"DHRS9","Pancreatic Ductal Adenocarcinoma"
"DHRS9","Squamous Cell Carcinoma"
"DHRS9","Obesity"
"DHRS9","Alopecia"
"DHRS9","Renal Cancer"
"FASN","Prostate cancer"
"FASN","Gastric Cancer"
"FASN","Liver Cancer"
"FASN","Breast Cancer"
"FASN","Lung Cancer"
"FASN","Uterine Fibroids"
"FASN","Hyperglycemia"
"FASN","Colorectal Cancer"
"FASN","Pancreatic Neoplasm"
"FASN","Skin Cancer"
"FASN","Carcinoma"
"FASN","Liver Diseases"
"FASN","Glioma"
"FASN","Bladder Cancer"
"FASN","Glioblastoma"
"FASN","PINK1 deficiency"
"FASN","Neoplasms"
"FASN","Osteosarcoma"
"FASN","Colonic Neoplasms"
"FASN","Fatty Liver"
"FASN","Myocardial Failure"
"FASN","Leukemia"
"FASN","Hypertensive disease"
"FASN","Sickle Cell Anemia"
"FASN","Metabolic Diseases"
"FASN","Ovarian Cancer"
"FASN","Atherosclerosis"
"FASN","HIV Infections"
"FASN","Dyslipidemias"
"FASN","Thyroid Diseases"
"FASN","Endometrial Cancer"
"FASN","Thyroid Cancer"
"FASN","Obesity"
"FASN","Lipid Metabolism Disorders"
"FASN","Squamous Cell Carcinoma"
"FASN","Retinoblastoma"
"FASN","Intraepithelial Neoplasia"
"FASN","Metabolic Syndrome X"
"FASN","Lymphoma"
"FASN","Prostate Carcinoma"
"FASN","Kidney Failure"
"FASN","Alcoholic fatty liver"
"FASN","Hepatitis"
"FASN","Nose Cancer"
"FASN","Acute Coronary Syndrome"
"FASN","Diabetes Mellitus"
"FASN","Sarcoma"
"FASN","Mental Depression"
"FASN","Myopathy"
"FASN","Non-alcoholic Fatty Liver Disease"
"HSD17B1","Endometriosis"
"HSD17B1","Breast Cancer"
"HSD17B1","Lung Cancer"
"HSD17B1","Liver Cancer"
"HSD17B1","Leiomyosarcoma"
"HSD17B1","Endometrial Cancer"
"HSD17B1","Colorectal Cancer"
"HSD17B1","Gastric Cancer"
"HSD17B1","Infertility"
"HSD17B1","Leukemia"
"HSD17B1","Cervical Cancer"
"HSD17B1","Pregnancy associated hypertension"
"HSD17B1","Amyloid Polyneuropathy"
"HSD17B1","Autoimmune Diabetes"
"HSD17B1","Prostate cancer"
"HSD17B1","Skin Cancer"
"S100A12","Pulmonary Edema"
"S100A12","Hemorrhages"
"S100A12","Osteolysis"
"S100A12","Atherosclerosis"
"S100A12","Pulmonary Hypertension"
"S100A12","Pulmonary Tuberculosis"
"S100A12","Cardiovascular Abnormalities"
"S100A12","Blau Syndrome"
"S100A12","Gastric Cancer"
"S100A12","Acute Coronary Syndrome"
"S100A12","Hypercholesterolemia"
"S100A12","Huntington Disease"
"S100A12","Pancreatitis"
"S100A12","Bladder Cancer"
"S100A12","Multiple Sclerosis"
"S100A12","Aortic valve calcification"
"S100A12","Uveitis"
"S100A12","Skin Fibrosis"
"S100A12","Psoriasis"
"S100A12","Carotid Artery Diseases"
"S100A12","Biliary Cirrhosis"
"S100A12","Carcinoma"
"S100A12","Infertility"
"S100A12","Juvenile arthritis"
"S100A12","Aortic Aneurysm"
"S100A12","Brain Infarction"
"S100A12","Kidney Insufficiency"
"S100A12","Heart Failure"
"S100A12","Osteoarthritis"
"S100A12","Pneumonia"
"S100A12","Synovitis"
"S100A12","Kawasaki disease"
"S100A12","Otitis"
"S100A12","Inflammatory Bowel Diseases"
"S100A12","Colitis"
"S100A12","Transient Ischemic Attack"
"S100A12","Coronary heart disease"
"S100A12","Stroke"
"TPST1","Bladder Cancer"
"TPST1","Colorectal Cancer"
"TPST1","Cardiovascular Abnormalities"
"C4BPA","Breast Cancer"
"C4BPA","Pancreatic Neoplasm"
"C4BPA","Hypertensive disease"
"C4BPA","Liver Cancer"
"C4BPA","Marfan Syndrome"
"CR1","Graft-vs-Host Disease"
"CR1","Myeloid Leukemia"
"CR1","Lymphoma"
"CR1","Leukemia"
"CR1","Spondylitis"
"CR1","Haemoglobinuria"
"CR1","Atherosclerosis"
"CR1","Arthritis"
"CR1","Adenocarcinoma Of Pancreas"
"CR1","Thalassemia"
"CR1","Inflammatory Skin And Bowel Disease"
"CR1","Deep Vein Thrombosis"
"CR1","Rheumatoid Arthritis"
"CR1","Glomerulopathy"
"CR1","Neoplasms"
"CR1","Liver Diseases"
"CR1","Alzheimer and Parkinson Diseases"
"CR1","Myelofibrosis"
"CR1","Endometrioma"
"CR1","Psychosis"
"CR1","Systemic Lupus Erythematosus"
"CR1","Ovarian Cancer"
"CR1","Anemia"
"CR1","Hematologic Disease"
"CR1","Hematologic Neoplasms"
"CR1","Multiple Myeloma"
"CR1","Lung Cancer"
"CR1","Rhabdomyoma"
"CR1","Genital Neoplasms, Male"
"CR1","Neutropenia"
"CR1","Embryonal carcinoma"
"CR1","Alport Syndrome"
"CR1","Pulmonary Hypertension"
"CR1","Necrosis"
"CR1","Myocardial Infarction"
"CR1","Myelodysplastic Syndrome"
"CR1","Coronary heart disease"
"CR1","Hemorrhages"
"LY6E","Gastric Cancer"
"LY6E","Breast Cancer"
"LY6E","Transient Ischemic Attack"
"LY6E","Neoplasms"
"LY6E","Systemic Lupus Erythematosus"
"LY6E","Genitourinary Cancer"
"LY6E","Respiratory Distress Syndrome"
"LY6E","Esophagus Neoplasm"
"LY6E","Lupus Erythematosus"
"LY6E","Multiple Sclerosis"
"LY6E","Lung Cancer"
"LY6E","Rheumatoid Arthritis"
"PROK2","Colorectal Cancer"
"PROK2","Congenital heart disease"
"PROK2","Kallmann syndrome"
"PROK2","Hypopituitarism"
"PROK2","Breast Cancer"
"PROK2","Anosmia"
"PROK2","Hypogonadism"
"PROK2","Growth Hormone Deficiency"
"PROK2","Medulloblastoma"
"PROK2","Thyroid Cancer"
"PROK2","Stalk Interruption Syndrome"
"PROK2","Mood Disorders"
"PROK2","Pubertal Disorder"
"PROK2","Cryptorchidism"
"PROK2","Aortic Aneurysm"
"PROK2","Multiple Myeloma"
"PROK2","Amenorrhea"
"PROK2","Mental Depression"
"PROK2","Developmental Delay"
"NDST1","Developmental Delay"
"NDST1","Intellectual Disability"
"NDST1","Liver Cancer"
"NDST1","Cerebral Hypoplasia"
"NDST1","Breast Cancer"
"NDST1","Glioma"
"NDST1","Gastric Cancer"
"NDST1","Mastocytosis"
"NDST1","Myeloid Leukemia"
"FBN3","Arthrogryposis"
"FBN3","Chronic Obstructive Pulmonary Disease"
"FBN3","Marfan Syndrome"
"FBN3","Scoliosis"
"PROK1","Colorectal Cancer"
"PROK1","Gestational Diabetes"
"PROK1","Gastrointestinal Cancer"
"PROK1","Atrial Fibrillation"
"PROK1","Thyroid Cancer"
"PROK1","Endometriosis"
"PROK1","Scleroderma"
"PROK1","Von Hippel-Lindau syndrome"
"CYP3A7","Liver Cancer"
"IRS4","Hypothyroidism"
"IRS4","Skin Cancer"
"IRS4","Uterine Fibroids"
"IRS4","Pancreatic Neoplasm"
"IRS4","Meningioma"
"LEPQTL1","Developmental Disabilities"
"LEPQTL1","Pulpitis"
"LEPQTL1","Hepatitis"
"CDX2","Colonic Neoplasms"
"CDX2","Colorectal Cancer"
"CDX2","Teratomas"
"CDX2","Carcinoma"
"CDX2","Neoplasms"
"CDX2","Leukemia"
"CDX2","Gastric Cancer"
"CDX2","Myeloid Leukemia"
"CDX2","Genital Neoplasms, Male"
"CDX2","Pancreatic Neoplasm"
"CDX2","Lung Cancer"
"CDX2","Colitis"
"CDX2","Adenocarcinoma Of Large Intestine"
"CDX2","Adenoma"
"CDX2","Nephrolithiasis"
"CDX2","Inflammatory Bowel Diseases"
"CDX2","Liver Cancer"
"CDX2","Cystitis"
"CDX2","Gastrointestinal Cancer"
"CDX2","Breast Cancer"
"CDX2","Ampullary Cancer"
"CDX2","Bile Duct Cancer"
"CDX2","Ovarian Adenocarcinoma"
"CDX2","Muscular Dystrophy"
"CDX2","Cholelithiasis"
"CDX2","Esophagus Neoplasm"
"CDX2","Intestinal Cancer"
"CDX2","Gastritis"
"CDX2","Gastroesophageal reflux disease"
"CDX2","Adenocarcinoma"
"CDX2","Thyroid Cancer"
"CDX2","Choriocarcinoma"
"CDX2","Hematologic Neoplasms"
"CDX2","Adenocarcinoma of Prostate"
"CDX2","Prostate cancer"
"CDX2","Dwarfism"
"CDX2","Cervical Cancer"
"CDX2","Pancreatic Cyst"
"CDX2","Squamous Cell Carcinoma"
"CDX2","Hematopoietic Neoplasms"
"CDX2","Pulmonary Adenocarcinoma"
"CDX2","Skeletal Dysplasia"
"CDX2","Esophagitis"
"CDX2","Psoriasis"
"CDX2","Intrahepatic Cholangiocarcinoma"
"CDX2","Focal Adenocarcinoma"
"CDX2","Ovarian Cysts"
"CDX2","Erythroderma"
"CDX2","Allergic rhinitis"
"CDX2","Endometrial Cancer"
"CDX2","Pancreatic Ductal Adenocarcinoma"
"APLN","Obesity"
"APLN","Aortic Aneurysm"
"APLN","Metabolic Diseases"
"APLN","Hypertensive disease"
"APLN","Cardiovascular Abnormalities"
"APLN","Renal Cancer"
"APLN","Glioblastoma"
"APLN","Myocardial Infarction"
"APLN","Prostate cancer"
"APLN","Osteoarthritis"
"APLN","Dementia"
"APLN","Hyperbilirubinemia"
"APLN","Colorectal Cancer"
"APLN","Hematopoietic Neoplasms"
"APLN","Coronary heart disease"
"APLN","Diabetic Retinopathy"
"APLN","Diabetes Mellitus"
"APLN","Hypercholesterolemia"
"APLN","Sarcoma"
"APLN","Liver Cancer"
"APLN","Pulmonary Hypertension"
"APLN","Language impairment"
"IGFBP4","Acute Coronary Syndrome"
"IGFBP4","Inflammatory Bowel Diseases"
"IGFBP4","Myocardial Infarction"
"IGFBP4","Diabetes Insipidus"
"IGFBP4","Breast Cancer"
"IGFBP4","Peritoneal Fibrosis"
"IGFBP4","Transient Ischemic Attack"
"IGFBP4","Kidney Failure"
"IGFBP4","Osteosarcoma"
"IGFBP4","Cognition Disorders"
"IGFBP4","Glioblastoma"
"IGFBP4","Neuroblastoma"
"IGFBP4","Azoospermia"
"IGFBP4","Growth Hormone Deficiency"
"IGFBP4","Borderline Personality Disorder"
"IGFBP4","Squamous Cell Carcinoma"
"IGFBP4","Adenocarcinoma"
"IGFBP4","Infertility"
"IGFBP4","Renal Cancer"
"IGFBP4","Hyperparathyroidism"
"IGFBP4","Colonic Neoplasms"
"IGFBP4","Adenocarcinoma of Prostate"
"IGFBP4","Asthma"
"IGFBP4","Ovarian Cysts"
"IGFBP4","Cardiovascular Abnormalities"
"IGFBP4","Uterine Fibroids"
"IGFBP4","Diabetes Mellitus"
"IGFBP4","Biliary Atresia"
"IGFBP4","Ovarian Cancer"
"IGFBP4","Lupus Nephritis"
"IGFBP4","Atherosclerosis"
"IGFBP4","Colorectal Cancer"
"IGFBP4","Osteoarthritis"
"IGFBP4","Ascites"
"IGFBP4","Autoimmune Diabetes"
"IGFBP4","Intervertebral Disc Degeneration"
"IGFBP4","Rheumatoid Arthritis"
"IGFBP4","Nail patella syndrome"
"IGFBP4","Necrosis"
"IGFBP4","Diabetic Retinopathy"
"IGFBP4","Pneumonia"
"IGFBP4","Endometriosis"
"IGFBP4","Osteogenesis Imperfecta"
"IGFBP4","Osteoporosis"
"IGFBP4","Sotos syndrome"
"IGFBP4","Polycythemia vera"
"IGFBP4","Leukemia"
"IGFBP4","Liver Fibrosis"
"IGFBP4","Endometrial Cancer"
"IGFBP4","Short Bowel Syndrome"
"IGFBP4","Central Nervous System Neoplasms"
"IGFBP4","Skin Cancer"
"IGFBP4","Liver Cancer"
"IGFBP4","Carotid Atherosclerosis"
"IGFBP4","Deficiency Diseases"
"IGFBP4","Hyperthyroidism"
"IGFBP4","Prostate cancer"
"IGFBP4","Muscular Dystrophy"
"IGFBP4","Lung Cancer"
"IGFBP4","Congenital adrenal hyperplasia"
"IGFBP4","Multiple Sclerosis"
"IGFBP4","Hereditary Breast and Ovarian Cancer Syndrome"
"IGFBP4","Arthritis"
"IGFBP4","Pulmonary Fibrosis"
"IGFBP4","Hypertensive disease"
"IGFBP4","Sarcoidosis"
"IGFBP4","Glomerular Hypertrophy"
"IGFBP4","Prostatic Hyperplasia"
"IGFBP4","Vascular Diseases"
"IGFBP4","Eating Disorders"
"IGFBP4","Heart Failure"
"IGFBP4","Thyroid Cancer"
"IGFBP4","Gastric Cancer"
"IGFBP4","Glioma"
"IGFBP4","Pregnancy associated hypertension"
"IGFBP4","Hepatoblastoma"
"IGFBP4","Obesity"
"IGFBP4","Osteoarthrosis Deformans"
"IGFBP4","Lateral Sclerosis"
"IGFBP4","Renal Osteodystrophy"
"IGFBP4","Hypoglycemia"
"IGFBP4","Insulin-Like Growth Factor I Deficiency"
"IGFBP4","Leptin Deficiency"
"IGFBP4","Bone Neoplasms"
"IGFBP4","Seminoma"
"IGFBP4","Prostate Carcinoma"
"IGFBP4","Myopia"
"IGFBP4","Hypopituitarism"
"IGFBP4","Stroke"
"IGFBP4","Hepatitis"
"IGFBP4","Hepatitis C"
"IGFBP4","Meningioma"
"IGFBP4","Liver Cirrhosis"
"IGFBP4","Diabetic Neuropathies"
"IGFBP4","Metabolic Bone Disorder"
"IGFBP4","Nasopharyngeal Cancer"
"IGFBP4","Mesothelioma"
"IGFBP4","Multiple Myeloma"
"IGFBP4","Mood Disorders"
"IGFBP4","Retinal Vein Occlusion"
"PCOS1","Infertility"
"PCOS1","Obesity"
"PCOS1","Diabetes Mellitus"
"ATHS","Breast Cancer"
"ATHS","Thyroid Cancer"
"ATHS","Sarcpenia"
"ATHS","Metabolic Bone Disorder"
"ATHS","Hyperparathyroidism"
"ATHS","Fanconi Anemia"
"ATHS","Myelodysplastic Syndrome"
"ATHS","Bone Neoplasms"
"ATHS","AIDS"
"ATHS","Obesity"
"FEM1A","Congestive Cardiomyopathy"
"FEM1A","Rhabdomyoma"
"FEM1A","Necrosis"
"FEM1B","Leukemia"
"FEM1B","Bardet Biedl Syndrome"
"FEM1B","Colonic Neoplasms"
"FEM1B","Pulmonary Fibrosis"
"FEM1B","Lymphoma"
"MUC5AC","Lung Diseases"
"MUC5AC","Chronic Bronchitis"
"MUC5AC","Lung Cancer"
"MUC5AC","Colorectal Cancer"
"MUC5AC","Von Willebrand Disease"
"MUC5AC","Dry Eye Syndromes"
"MUC5AC","Bile Duct Cancer"
"MUC5AC","Allergic rhinitis"
"MUC5AC","Pancreatic Neoplasm"
"MUC5AC","Airway Obstruction"
"MUC5AC","Adenocarcinoma"
"MUC5AC","Asthma"
"MUC5AC","Pulmonary Adenocarcinoma"
"MUC5AC","Neoplasms"
"MUC5AC","Gastrointestinal Cancer"
"MUC5AC","Chronic Obstructive Pulmonary Disease"
"MUC5AC","Pancreatic Ductal Adenocarcinoma"
"MUC5AC","Gastritis"
"MUC5AC","Rhinitis"
"MUC5AC","Respiratory Tract Infections"
"MUC5AC","Respiratory Distress Syndrome"
"MUC5AC","Hyperinsulinism"
"MUC5AC","Gastric Cancer"
"MUC5AC","Otitis"
"MUC5AC","Nephrolithiasis"
"MUC5AC","Colonic Neoplasms"
"MUC5AC","Pancreatic Cyst"
"MUC5AC","Sick Sinus Syndrome"
"MUC5AC","Necrosis"
"MUC5AC","Ovarian Cancer"
"MUC5AC","Pancreatitis"
"MUC5AC","Cholangiocarcinoma"
"MUC5AC","Rectal Neoplasms"
"MUC5AC","Intrahepatic Cholangiocarcinoma"
"MUC5AC","Breast Cancer"
"MUC5AC","Bronchiectasis"
"MUC5AC","Intraductal Carcinoma"
"MUC5AC","Adenocarcinoma Of Pancreas"
"MUC5AC","Cystic Fibrosis"
"MUC5AC","Disorder of eye"
"MUC5AC","Carcinoma"
"MUC5AC","Hepatolithiasis"
"MUC5AC","Gastroesophageal reflux disease"
"MUC5AC","Pulmonary Fibrosis"
"MUC5AC","Pneumonia"
"MUC5AC","Squamous Cell Carcinoma"
"MUC5AC","Ductal Carcinoma"
"MUC5AC","Ovarian Adenocarcinoma"
"MUC5AC","Behavior Disorders"
"MUC5AC","Bladder Cancer"
"RAB5B","Colorectal Cancer"
"RAB5B","Diabetes Mellitus"
"RAB5B","Rectal Neoplasms"
"RAB5B","Skin Cancer"
"SUMO1P1","Schizophrenia"
"SUMO1P1","Bipolar Disorder"
"ANGPTL2","Cardiac Arrest"
"ANGPTL2","Gastric Cancer"
"ANGPTL2","Obesity"
"ANGPTL2","Leukemia"
"ANGPTL2","Cardiovascular Abnormalities"
"ANGPTL2","Adipose Tissue Inflammation"
"ANGPTL2","Heart Diseases"
"ANGPTL2","Coronary heart disease"
"ANGPTL2","Osteoarthritis"
"ANGPTL2","Osteosarcoma"
"ANGPTL2","Lung Cancer"
"ANGPTL2","Acute Coronary Syndrome"
"ANGPTL2","Diabetes Mellitus"
"ANGPTL2","Heart Failure"
"ANGPTL2","Prostate cancer"
"ANGPTL2","Esophagus Neoplasm"
"ANGPTL2","Diabetic Kidney Disease"
"ANGPTL2","Colorectal Cancer"
"ANGPTL2","Ductal Carcinoma"
"ANGPTL2","Liver Fibrosis"
"ANGPTL2","Breast Cancer"
"ANGPTL2","Atherosclerosis"
"ANGPTL2","Aortic Aneurysm"
"ANGPTL2","Degenerative Diseases Central Nervous System"
"ANGPTL2","Gestational Diabetes"
"ANGPTL2","Hematopoietic Neoplasms"
"ANGPTL2","Pulmonary Fibrosis"
"ANGPTL2","Dermatomyositis"
"ANGPTL2","Thrombocythemia"
"ANGPTL2","Sarcoma"
"ANGPTL2","Corneal Neovascularization"
"ANGPTL2","Myocardial Infarction"
"ANGPTL2","Colonic Neoplasms"
"ANGPTL2","Liver Cancer"
"APLNR","Obesity"
"APLNR","Cardiovascular Abnormalities"
"APLNR","Liver Cancer"
"APLNR","Scleroderma"
"APLNR","Renal Cancer"
"APLNR","Heart Failure"
"APLNR","Coronary heart disease"
"APLNR","Liver Cirrhosis"
"APLNR","Glioblastoma"
"APLNR","Heart Diseases"
"APLNR","Ventricular Outflow Obstruction"
"APLNR","Hypertensive disease"
"APLNR","Skin Fibrosis"
